DP05_0001E,DP05_0077PE,GEO_ID
Estimate!!SEX AND AGE!!Total population,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,id
5484,84.8,1400000US13113140307
5174,35.6,1400000US13113140403
5612,57.3,1400000US13113140404
3999,66.1,1400000US13113140405
3587,48.6,1400000US13113140406
8390,47.7,1400000US13113140407
3145,64,1400000US13113140408
6804,83.3,1400000US13113140501
3417,93.8,1400000US13113140502
4616,91.3,1400000US13115000100
6634,87.5,1400000US13115000201
3769,96.6,1400000US13115000202
3053,84.9,1400000US13115000300
8102,53.2,1400000US13115000400
3871,33.2,1400000US13115000500
5167,47.8,1400000US13115000600
4814,93.1,1400000US13115000700
4741,82.8,1400000US13115000800
2213,83.7,1400000US13115000900
2562,57.5,1400000US13115001100
5162,34.6,1400000US13115001200
5899,55.4,1400000US13115001300
6989,90.2,1400000US13115001400
2884,35.7,1400000US13115001600
6478,94.5,1400000US13115001701
6419,74.4,1400000US13115001702
5352,77.1,1400000US13115001800
4327,90.9,1400000US13115002000
4317,34.9,1400000US13115002100
4035,87.2,1400000US13117130101
2494,97.1,1400000US13117130102
4288,85.8,1400000US13117130103
4213,93.5,1400000US13117130104
2959,71.1,1400000US13117130105
5551,89,1400000US13117130201
4729,92.4,1400000US13117130202
5147,90.5,1400000US13117130203
6738,85.5,1400000US13117130204
4717,71.1,1400000US13117130205
5888,86.3,1400000US13117130301
7928,82.6,1400000US13117130302
3588,81.4,1400000US13117130303
5040,81.8,1400000US13117130304
6304,78.6,1400000US13117130305
4988,68.8,1400000US13117130306
5952,71.4,1400000US13117130307
6130,81.5,1400000US13117130403
4724,68.7,1400000US13117130404
4942,69.2,1400000US13117130405
6762,57.4,1400000US13117130406
3537,83.1,1400000US13117130408
3396,76.7,1400000US13117130409
4723,59.4,1400000US13117130410
2730,90.9,1400000US13117130503
4113,76.4,1400000US13117130504
2701,89.2,1400000US13117130505
3597,85.7,1400000US13117130506
3147,88.9,1400000US13117130507
5570,82.5,1400000US13117130508
3839,75.4,1400000US13117130509
7510,62.6,1400000US13117130510
5988,49.3,1400000US13117130601
5376,39.3,1400000US13117130602
7826,51.4,1400000US13117130603
4907,70,1400000US13117130604
4646,75.4,1400000US13117130605
4659,74.6,1400000US13117130606
7628,51.3,1400000US13117130607
6062,35.1,1400000US13117130608
6671,49.3,1400000US13117130609
5954,63.3,1400000US13117130610
4286,73.8,1400000US13117130611
6832,68.4,1400000US13117130612
5568,59.1,1400000US13117130613
4468,66.1,1400000US13119890101
3912,85.1,1400000US13119890102
5923,89.9,1400000US13119890200
3295,95.3,1400000US13119890300
5168,82.4,1400000US13119890400
5410,86.1,1400000US13121000100
6175,85.1,1400000US13121000200
2047,83.3,1400000US13121000400
5219,63.7,1400000US13121000500
7952,45.5,1400000US13121000600
3339,26.1,1400000US13121000700
2904,54,1400000US13121001001
7305,42.4,1400000US13121001002
5193,74.5,1400000US13121001100
4527,73,1400000US13121001201
5206,66.5,1400000US13121001202
4421,62.9,1400000US13121001300
2345,84.9,1400000US13121001400
4617,77.4,1400000US13121001500
2237,82.1,1400000US13121001600
4911,60.5,1400000US13121001700
4281,48.3,1400000US13121001800
5064,39.3,1400000US13121001900
2409,32.2,1400000US13121002100
1268,5.5,1400000US13121002300
2902,4.7,1400000US13121002400
2814,5.9,1400000US13121002500
1672,1.1,1400000US13121002600
5231,30.3,1400000US13121002800
2425,48,1400000US13121002900
3630,78.5,1400000US13121003000
2051,66.2,1400000US13121003100
2389,77.5,1400000US13121003200
2074,34.8,1400000US13121003500
1254,9.5,1400000US13121003600
196,0,1400000US13121003700
4283,16,1400000US13121003800
2090,0.6,1400000US13121003900
2705,4.8,1400000US13121004000
2214,10.8,1400000US13121004100
2477,7.2,1400000US13121004200
2846,13.4,1400000US13121004300
3368,3,1400000US13121004400
988,15.5,1400000US13121004800
2835,51.2,1400000US13121004900
2586,55.6,1400000US13121005000
5170,72.2,1400000US13121005200
3861,63.1,1400000US13121005300
2547,19.7,1400000US13121005501
2846,7.7,1400000US13121005502
1493,3.5,1400000US13121005700
1479,19.5,1400000US13121005800
3722,6.8,1400000US13121006000
3908,1.3,1400000US13121006100
1725,2.4,1400000US13121006200
1492,7.6,1400000US13121006300
936,25.3,1400000US13121006400
3843,20.5,1400000US13121006500
1755,18.3,1400000US13121006601
1248,0.2,1400000US13121006602
3966,4.3,1400000US13121006700
2287,19,1400000US13121006801
2235,1.9,1400000US13121006802
3483,41,1400000US13121006900
4539,2.6,1400000US13121007001
2651,1.2,1400000US13121007002
2751,5.3,1400000US13121007100
2136,4,1400000US13121007200
6824,2.4,1400000US13121007300
3412,5.9,1400000US13121007400
3348,9.9,1400000US13121007500
2570,2.4,1400000US13121007602
4565,1.1,1400000US13121007603
2575,4.8,1400000US13121007604
4463,1.6,1400000US13121007703
5878,2.2,1400000US13121007704
4043,2,1400000US13121007705
9597,2.1,1400000US13121007706
10961,0.5,1400000US13121007802
3397,2.6,1400000US13121007805
7234,2.3,1400000US13121007806
3404,0.7,1400000US13121007807
4580,0,1400000US13121007808
5210,3.9,1400000US13121007900
5529,4.1,1400000US13121008000
1664,0,1400000US13121008101
6647,0.2,1400000US13121008102
6367,0.3,1400000US13121008201
2357,2.5,1400000US13121008202
2327,2.2,1400000US13121008301
1917,0.8,1400000US13121008302
2649,10.2,1400000US13121008400
2551,4.7,1400000US13121008500
4953,0.6,1400000US13121008601
1562,6.5,1400000US13121008602
5781,10.7,1400000US13121008700
5430,59.1,1400000US13121008800
8007,55.4,1400000US13121008902
2250,22.6,1400000US13121008903
5155,78.4,1400000US13121008904
5341,79.1,1400000US13121009000
5630,67.5,1400000US13121009101
3344,62.1,1400000US13121009102
7359,47.9,1400000US13121009200
5298,82.9,1400000US13121009300
5537,44.5,1400000US13121009402
5268,45.1,1400000US13121009403
4484,65.2,1400000US13121009404
3706,96,1400000US13121009501
3867,64.7,1400000US13121009502
2631,78,1400000US13121009601
5514,74,1400000US13121009602
4830,70.2,1400000US13121009603
3846,82.2,1400000US13121009700
4746,85.8,1400000US13121009801
4553,79,1400000US13121009802
5213,94.5,1400000US13121009900
4923,73,1400000US13121010001
8716,82.6,1400000US13121010002
4371,68.7,1400000US13121010106
1990,93.6,1400000US13121010107
3925,77.6,1400000US13121010108
8275,55.3,1400000US13121010110
5771,32.5,1400000US13121010113
6849,62.6,1400000US13121010114
2770,77,1400000US13121010115
4319,27.3,1400000US13121010117
5728,39.6,1400000US13121010118
6351,23.4,1400000US13121010119
2238,62.7,1400000US13121010120
2095,82.3,1400000US13121010121
6383,33.7,1400000US13121010122
5081,50.4,1400000US13121010123
5403,92.7,1400000US13121010204
5607,86.1,1400000US13121010205
5618,83.2,1400000US13121010206
4029,57.8,1400000US13121010208
5401,43.4,1400000US13121010209
6809,61.6,1400000US13121010210
2864,90,1400000US13121010211
5645,46.3,1400000US13121010212
21010,6.5,1400000US13121010301
10840,0,1400000US13121010303
16329,5,1400000US13121010304
8551,37.6,1400000US13121010400
7495,2.8,1400000US13121010507
3359,3,1400000US13121010508
15147,10.3,1400000US13121010510
8399,4.9,1400000US13121010511
6460,3.8,1400000US13121010512
14560,4.7,1400000US13121010513
13374,9.1,1400000US13121010514
5930,6.6,1400000US13121010515
8002,3.8,1400000US13121010516
3998,23.3,1400000US13121010601
4298,1.1,1400000US13121010603
2584,8.3,1400000US13121010604
6577,22.7,1400000US13121010800
3036,6.5,1400000US13121011000
2365,37.1,1400000US13121011100
3380,22.4,1400000US13121011201
3683,24.8,1400000US13121011202
5106,7.5,1400000US13121011301
9543,5.9,1400000US13121011303
5230,2.3,1400000US13121011305
2337,6.5,1400000US13121011306
7783,42,1400000US13121011405
6745,72.9,1400000US13121011410
7659,62.2,1400000US13121011411
9520,68.7,1400000US13121011412
7683,47.4,1400000US13121011414
5641,72.7,1400000US13121011416
5602,68.1,1400000US13121011417
6194,91.1,1400000US13121011418
5919,77,1400000US13121011419
8235,12.2,1400000US13121011420
4280,32.8,1400000US13121011421
3795,70.8,1400000US13121011422
4774,84.9,1400000US13121011423
5748,61.1,1400000US13121011424
7236,63.3,1400000US13121011425
2465,63.4,1400000US13121011426
7950,67.9,1400000US13121011427
11325,75.2,1400000US13121011503
13727,90,1400000US13121011504
4377,79.8,1400000US13121011505
5969,86.1,1400000US13121011506
5918,74.4,1400000US13121011610
8707,45.6,1400000US13121011611
3376,64.1,1400000US13121011612
7137,46.5,1400000US13121011613
15411,38,1400000US13121011614
10672,70.1,1400000US13121011615
6372,47.3,1400000US13121011616
7891,59.3,1400000US13121011617
4599,53.6,1400000US13121011618
7869,42.9,1400000US13121011619
10206,53.1,1400000US13121011620
6962,57.4,1400000US13121011621
11005,34.5,1400000US13121011622
12517,45.3,1400000US13121011623
4138,54.4,1400000US13121011624
8542,54.1,1400000US13121011625
9546,50.1,1400000US13121011626
1867,15.1,1400000US13121011800
3517,32,1400000US13121011900
3311,9.4,1400000US13121012000
2949,32.7,1400000US13121012300
0,-,1400000US13121980000
4045,92.6,1400000US13123080100
5916,89.8,1400000US13123080200
6991,84.3,1400000US13123080300
9362,80.9,1400000US13123080400
4100,87.6,1400000US13123080500
2996,87.4,1400000US13125010100
1517,98.7,1400000US13127000101
3039,90.4,1400000US13127000102
5384,93.3,1400000US13127000200
6762,93.7,1400000US13127000300
7958,71.7,1400000US13127000401
3298,79.4,1400000US13127000403
11691,64.7,1400000US13127000404
3759,40.8,1400000US13127000501
3720,48.8,1400000US13127000503
3855,27.9,1400000US13127000504
6025,63.3,1400000US13127000600
8078,33.5,1400000US13127000700
4673,18.7,1400000US13127000800
4207,49.7,1400000US13127000900
10504,78.9,1400000US13127001000
0,-,1400000US13127990000
5815,94.6,1400000US13129970100
6953,87,1400000US13129970200
9627,62.4,1400000US13129970300
6096,69.3,1400000US13129970400
4335,67.6,1400000US13129970500
6596,60.5,1400000US13129970600
4749,92.9,1400000US13129970700
5943,84.9,1400000US13129970800
7088,87.1,1400000US13129970900
2303,87,1400000US13131950100
3138,75.9,1400000US13131950200
4048,44,1400000US13131950300
6212,52,1400000US13131950400
7000,49.2,1400000US13131950500
2127,73.1,1400000US13131950600
2140,60.9,1400000US13133950100
2384,39.5,1400000US13133950200
2682,91.6,1400000US13133950301
2958,75.2,1400000US13133950302
4586,35.1,1400000US13133950303
1031,55,1400000US13133950400
1568,55.7,1400000US13133950500
11311,62,1400000US13135050103
5108,33.8,1400000US13135050105
11749,46.7,1400000US13135050106
8379,64.7,1400000US13135050107
10054,68.8,1400000US13135050108
8273,40.4,1400000US13135050109
4673,35.3,1400000US13135050205
8013,35.9,1400000US13135050208
9073,29.8,1400000US13135050209
8495,45.1,1400000US13135050210
5623,14.4,1400000US13135050211
13564,71.7,1400000US13135050212
13617,44.5,1400000US13135050213
8822,36.5,1400000US13135050214
2907,26.1,1400000US13135050215
10971,33.4,1400000US13135050216
9388,36.8,1400000US13135050217
4488,32.2,1400000US13135050218
3662,39.2,1400000US13135050219
6957,33.1,1400000US13135050220
5302,16.6,1400000US13135050304
3170,19.1,1400000US13135050306
4065,68.5,1400000US13135050308
8946,48.7,1400000US13135050309
5942,54.5,1400000US13135050310
2830,49.3,1400000US13135050311
9279,21.1,1400000US13135050313
9711,20.3,1400000US13135050314
6361,28.9,1400000US13135050315
3937,20.4,1400000US13135050317
2807,17.2,1400000US13135050318
6759,8.4,1400000US13135050319
5856,13.2,1400000US13135050320
4862,83.5,1400000US13135050321
4884,86.3,1400000US13135050322
6176,22.4,1400000US13135050410
4072,42,1400000US13135050415
3895,19.5,1400000US13135050416
5907,7.3,1400000US13135050417
7323,5.7,1400000US13135050418
7885,10.8,1400000US13135050419
7470,10.8,1400000US13135050421
8163,8.5,1400000US13135050422
7821,12.8,1400000US13135050423
8218,10.9,1400000US13135050424
5592,54.5,1400000US13135050425
6661,62.8,1400000US13135050426
6545,52.6,1400000US13135050427
6304,43.9,1400000US13135050428
7347,54.3,1400000US13135050429
5540,49.6,1400000US13135050430
8224,13.4,1400000US13135050431
6729,24.8,1400000US13135050432
2200,25.5,1400000US13135050433
8356,11.9,1400000US13135050434
3457,24.6,1400000US13135050435
8635,13.4,1400000US13135050436
12944,20.7,1400000US13135050511
5390,29.2,1400000US13135050520
5879,32.3,1400000US13135050521
4955,29.4,1400000US13135050522
8125,31.8,1400000US13135050523
6952,14.4,1400000US13135050524
8523,44.8,1400000US13135050525
4486,18.3,1400000US13135050526
6288,49.5,1400000US13135050527
4904,56.2,1400000US13135050528
4357,41.5,1400000US13135050529
6329,40.6,1400000US13135050530
9156,25.7,1400000US13135050531
8214,24.2,1400000US13135050532
9018,11.4,1400000US13135050533
9026,26.5,1400000US13135050534
7335,20.7,1400000US13135050535
5607,21.5,1400000US13135050536
4355,13.2,1400000US13135050537
7941,44.1,1400000US13135050538
5805,12.6,1400000US13135050539
7295,34.4,1400000US13135050540
4710,12.1,1400000US13135050541
5307,16.3,1400000US13135050542
7511,36.1,1400000US13135050543
13185,26.4,1400000US13135050544
15629,25.1,1400000US13135050545
18658,27.4,1400000US13135050546
9483,50.9,1400000US13135050547
11702,50.9,1400000US13135050548
5490,40,1400000US13135050549
14579,56.3,1400000US13135050605
26399,56.8,1400000US13135050606
18598,51.5,1400000US13135050607
19821,56.1,1400000US13135050608
14829,67.4,1400000US13135050609
16924,69,1400000US13135050610
13838,20.4,1400000US13135050709
7822,56.6,1400000US13135050712
7643,55.5,1400000US13135050713
6070,47.6,1400000US13135050714
5952,53.1,1400000US13135050715
8722,53.2,1400000US13135050718
5751,26.7,1400000US13135050719
6948,54.3,1400000US13135050720
8690,32.4,1400000US13135050721
3998,17.8,1400000US13135050722
8095,17.4,1400000US13135050723
18893,42.5,1400000US13135050724
6520,27.2,1400000US13135050725
10413,56.2,1400000US13135050726
10850,50.7,1400000US13135050727
15493,18.4,1400000US13135050728
3381,31.7,1400000US13135050729
7460,27.1,1400000US13135050730
10440,32.4,1400000US13135050731
4108,91.4,1400000US13137000100
4062,86,1400000US13137000201
5463,94.5,1400000US13137000202
4402,80.6,1400000US13137000300
5053,78.2,1400000US13137000400
8095,79.2,1400000US13137000500
6171,70.6,1400000US13137000601
7272,52.4,1400000US13137000602
4730,79.3,1400000US13139000101
3489,75.7,1400000US13139000102
6155,75.9,1400000US13139000201
4069,96.4,1400000US13139000203
4143,87.3,1400000US13139000204
7067,80.4,1400000US13139000302
2485,96.5,1400000US13139000303
3683,85.7,1400000US13139000304
4782,82.4,1400000US13139000305
6144,70.3,1400000US13139000400
7644,72.6,1400000US13139000500
6045,61.6,1400000US13139000600
6606,22,1400000US13139000701
5575,24,1400000US13139000702
4120,16.5,1400000US13139000800
6415,60.4,1400000US13139000900
7795,46.8,1400000US13139001002
6875,16.3,1400000US13139001003
3119,56,1400000US13139001004
5929,4.4,1400000US13139001101
4479,16.1,1400000US13139001102
7186,35.1,1400000US13139001201
6092,30.5,1400000US13139001202
7163,45.7,1400000US13139001301
5405,77.2,1400000US13139001302
5693,74,1400000US13139001402
5424,46.5,1400000US13139001403
5616,64.2,1400000US13139001404
4961,87.1,1400000US13139001501
4322,90.5,1400000US13139001502
5545,76.9,1400000US13139001603
7687,78.4,1400000US13139001604
5342,82.5,1400000US13139001605
3622,75.2,1400000US13139001606
6333,68.8,1400000US13139001607
6927,93,1400000US13139001608
1920,44.2,1400000US13141480300
6595,18.5,1400000US13141480400
4006,98.5,1400000US13143010100
5377,93.5,1400000US13143010200
3921,90.6,1400000US13143010301
7922,90.2,1400000US13143010302
8001,86.1,1400000US13143010400
4990,64.4,1400000US13145120198
3697,76.2,1400000US13145120200
9822,78.3,1400000US13145120300
6779,84.7,1400000US13145120401
8817,76.7,1400000US13145120402
5120,93.2,1400000US13147960100
3859,84.3,1400000US13147960200
3818,79.9,1400000US13147960300
5826,61.9,1400000US13147960400
7150,64.3,1400000US13147960500
4446,82.2,1400000US13149970100
4205,90.8,1400000US13149970200
3085,80.2,1400000US13149970300
14564,19.5,1400000US13151070104
6176,39.2,1400000US13151070106
6576,22.2,1400000US13151070107
5641,17.6,1400000US13151070108
3658,43.4,1400000US13151070109
7809,54.7,1400000US13151070110
8462,12.6,1400000US13151070111
4140,44.2,1400000US13151070113
5208,25.7,1400000US13151070114
11535,69.6,1400000US13151070202
18312,66.9,1400000US13151070203
4987,60.7,1400000US13151070204
11339,47,1400000US13151070205
12054,27.6,1400000US13151070304
9679,32.1,1400000US13151070305
11353,30.4,1400000US13151070306
4294,49.3,1400000US13151070307
7661,24.9,1400000US13151070309
5139,61.3,1400000US13151070310
11603,14.2,1400000US13151070311
13139,79.6,1400000US13151070402
11557,74.1,1400000US13151070403
8384,45.6,1400000US13151070404
7526,35.6,1400000US13151070501
14560,49.2,1400000US13151070502
5852,46.2,1400000US13153020105
2229,65.9,1400000US13153020106
5981,63,1400000US13153020108
8847,52.6,1400000US13153020109
5525,55.5,1400000US13153020200
5976,19.6,1400000US13153020300
2174,22.5,1400000US13153020400
1339,56.6,1400000US13153020600
3416,26.7,1400000US13153020700
2703,33.3,1400000US13153020800
4333,55.6,1400000US13153020900
7356,57.1,1400000US13153021000
12226,70.5,1400000US13153021103
8328,45.4,1400000US13153021104
7175,45.1,1400000US13153021105
8606,61.1,1400000US13153021107
6726,68.5,1400000US13153021108
21870,59.6,1400000US13153021113
9422,68.6,1400000US13153021201
5658,60.4,1400000US13153021202
3672,56.1,1400000US13153021300
10149,65.3,1400000US13153021400
3944,69.4,1400000US13153021500
2186,92.7,1400000US13155950100
7134,58.8,1400000US13155950200
7707,85.3,1400000US13157010101
7043,87.9,1400000US13157010102
6559,79.9,1400000US13157010103
4836,84.7,1400000US13157010200
5260,61.7,1400000US13157010300
5315,84.2,1400000US13157010400
5158,84,1400000US13157010500
9133,82.8,1400000US13157010600
2696,81.5,1400000US13157010701
10084,75.7,1400000US13157010702
4094,89.9,1400000US13157010703
2444,74,1400000US13159010100
2746,87.7,1400000US13159010200
8726,70,1400000US13159010500
7183,77.1,1400000US13161960100
6462,60.4,1400000US13161960200
1391,87,1400000US13161960300
4719,50.3,1400000US13163960100
2090,66.5,1400000US13163960200
5596,34.1,1400000US13163960300
3213,27.7,1400000US13163960400
5751,58.5,1400000US13165960100
3042,47.5,1400000US13165960200
3140,84.3,1400000US13167960100
4830,45.8,1400000US13167960200
1721,69,1400000US13167960300
2630,71.8,1400000US13169030101
2254,78.3,1400000US13169030103
6255,59.4,1400000US13169030104
3681,64.1,1400000US13169030200
7448,73.6,1400000US13169030301
6311,82.4,1400000US13169030302
6896,82.4,1400000US13171970100
7559,55.4,1400000US13171970200
4217,54.4,1400000US13171970300
2030,90.2,1400000US13173950100
8350,63.4,1400000US13173950200
2927,65.9,1400000US13175950100
4430,62.8,1400000US13175950201
4788,69.3,1400000US13175950202
1617,32,1400000US13175950300
3981,40.2,1400000US13175950400
3420,54,1400000US13175950500
2347,69.7,1400000US13175950600
2464,78.9,1400000US13175950700
4736,36.8,1400000US13175950800
2847,5.5,1400000US13175950900
6850,64.4,1400000US13175951000
4636,67.3,1400000US13175951100
2362,89.5,1400000US13175951400
6045,80.6,1400000US13177020100
1602,68.1,1400000US13177020200
6380,66.7,1400000US13177020300
8922,73,1400000US13177020402
6553,67.2,1400000US13177020403
5949,42.2,1400000US13179010101
2184,58.8,1400000US13179010102
1510,38.2,1400000US13179010103
4563,31.2,1400000US13179010202
2824,23.4,1400000US13179010204
5506,32.4,1400000US13179010205
5000,43.1,1400000US13179010206
5784,21.8,1400000US13179010207
6363,30.4,1400000US13179010208
6671,38.9,1400000US13179010300
5613,39.6,1400000US13179010400
3340,84.5,1400000US13179010501
4387,55.8,1400000US13179010502
1655,10.4,1400000US13179010600
0,-,1400000US13179990000
3467,60.7,1400000US13181970100
4389,70.5,1400000US13181970200
12018,51.6,1400000US13183970100
6674,69.3,1400000US13183970200
0,-,1400000US13183980000
4395,54.4,1400000US13185010101
6522,56.5,1400000US13185010102
4001,67.9,1400000US13185010103
3899,63.9,1400000US13185010201
13088,81.6,1400000US13185010202
4904,69.1,1400000US13185010301
2593,83.5,1400000US13185010302
1510,73.2,1400000US13185010401
8336,16,1400000US13185010402
4091,16.9,1400000US13185010500
6452,40.1,1400000US13185010601
5768,58,1400000US13185010604
3950,74.5,1400000US13185010700
5348,6.9,1400000US13185010800
1774,17.6,1400000US13185010900
2639,4.6,1400000US13185011000
2788,59.3,1400000US13185011100
5787,70.8,1400000US13185011200
4414,33,1400000US13185011301
2056,29.7,1400000US13185011302
2586,52.3,1400000US13185011401
2739,46.7,1400000US13185011402
7929,62.7,1400000US13185011403
3944,85.2,1400000US13185011500
3851,76.2,1400000US13185011600
7540,91.2,1400000US13187960101
7389,87.8,1400000US13187960102
10441,92.7,1400000US13187960201
7032,89.6,1400000US13187960202
2197,93,1400000US13189950100
5458,25.9,1400000US13189950200
3264,37.1,1400000US13189950300
5232,60.8,1400000US13189950400
5304,68.4,1400000US13189950500
4650,75,1400000US13191110100
5308,49.5,1400000US13191110200
4216,63.7,1400000US13191110300
0,-,1400000US13191980000
0,-,1400000US13191990000
1852,31.3,1400000US13193000100
1409,48.1,1400000US13193000200
5128,22.9,1400000US13193000300
4916,38.1,1400000US13193000400
5178,90.5,1400000US13195020100
4488,94.5,1400000US13195020200
4454,77.1,1400000US13195020300
5812,72.5,1400000US13195020400
7180,74.1,1400000US13195020500
2106,95.9,1400000US13195020600
4305,83.8,1400000US13197920100
4127,33.6,1400000US13197920200
5053,55.7,1400000US13199970500
3811,59.6,1400000US13199970600
7721,70,1400000US13199970700
4521,31.2,1400000US13199970800
1631,77.6,1400000US13201950100
1809,53.1,1400000US13201950200
2347,72.8,1400000US13201950300
3599,60.5,1400000US13205090100
3412,72.4,1400000US13205090200
2833,10.8,1400000US13205090300
6585,43.7,1400000US13205090400
5815,40.7,1400000US13205090500
5513,79.7,1400000US13207050101
3886,65.8,1400000US13207050102
5803,55.4,1400000US13207050200
5351,72.5,1400000US13207050301
6618,85,1400000US13207050302
1816,96.7,1400000US13209950100
5047,49.1,1400000US13209950200
2195,76.8,1400000US13209950300
2697,81.3,1400000US13211010100
4059,81.1,1400000US13211010200
6944,56.2,1400000US13211010300
3032,78.2,1400000US13211010400
1775,88,1400000US13211010500
3220,88.3,1400000US13213010100
2066,91.7,1400000US13213010201
8969,81.8,1400000US13213010202
3960,90.6,1400000US13213010300
6302,80.5,1400000US13213010400
5092,69.3,1400000US13213010500
4366,75.9,1400000US13213010600
5749,90.6,1400000US13213010700
2837,66.6,1400000US13215000200
1349,45.5,1400000US13215000300
2675,77.6,1400000US13215000400
2229,50.7,1400000US13215000800
2673,59.8,1400000US13215000900
4639,56.5,1400000US13215001000
2535,83.7,1400000US13215001100
3661,63.2,1400000US13215001200
1622,35.1,1400000US13215001400
2743,20.3,1400000US13215001600
1174,31.1,1400000US13215001800
3241,1.9,1400000US13215002000
2317,32.5,1400000US13215002100
2537,6.6,1400000US13215002200
1654,47.3,1400000US13215002300
1280,3.3,1400000US13215002400
724,13.4,1400000US13215002500
2094,2.2,1400000US13215002700
1576,3,1400000US13215002800
2688,15.7,1400000US13215002901
2564,6.8,1400000US13215002902
2082,0,1400000US13215003000
1836,5.2,1400000US13215003200
1633,3.1,1400000US13215003301
1903,5.4,1400000US13215003302
1647,17.4,1400000US13215003400
7384,42.1,1400000US13215010104
6240,43.3,1400000US13215010106
9177,59.7,1400000US13215010107
7010,60.4,1400000US13215010201
9545,56.7,1400000US13215010203
6588,67.2,1400000US13215010204
3742,57.8,1400000US13215010205
2319,74.3,1400000US13215010301
6722,78.1,1400000US13215010302
6658,71.6,1400000US13215010401
4352,57.9,1400000US13215010402
6102,52.6,1400000US13215010501
1470,28.2,1400000US13215010502
5362,18.9,1400000US13215010602
4162,1.2,1400000US13215010605
2255,30.5,1400000US13215010606
6336,16.9,1400000US13215010607
4436,5.4,1400000US13215010608
5989,22.3,1400000US13215010701
4987,6.3,1400000US13215010702
6414,5.2,1400000US13215010703
1649,58.5,1400000US13215010801
7995,58.8,1400000US13215010802
2039,52.7,1400000US13215011100
1815,48.2,1400000US13215011200
1924,52.7,1400000US13215011400
5154,17.8,1400000US13215011500
11914,62.7,1400000US13217100100
6368,87.3,1400000US13217100201
5358,89.5,1400000US13217100202
9636,44.1,1400000US13217100300
3592,55.7,1400000US13217100400
16734,11.3,1400000US13217100501
8707,26.2,1400000US13217100502
5929,42.9,1400000US13217100600
6255,30.5,1400000US13217100700
10812,69.6,1400000US13217100800
10738,51.2,1400000US13217100901
5583,43.8,1400000US13217100902
6453,31.4,1400000US13217100903
13503,83.6,1400000US13219030100
6723,77.5,1400000US13219030200
4995,87.7,1400000US13219030300
7447,87.6,1400000US13219030400
2206,93.8,1400000US13219030500
3258,80,1400000US13219030600
1752,79,1400000US13221960100
6404,73.3,1400000US13221960201
4997,76.7,1400000US13221960202
1778,77.7,1400000US13221960300
15465,84.2,1400000US13223120101
14821,66.6,1400000US13223120102
11456,84.8,1400000US13223120103
3114,95,1400000US13223120104
7119,58.6,1400000US13223120202
5098,88.8,1400000US13223120203
8609,70.2,1400000US13223120204
6517,61.8,1400000US13223120301
12972,67.8,1400000US13223120302
1772,86.1,1400000US13223120303
17862,75.2,1400000US13223120400
7469,59.2,1400000US13223120501
8616,76.2,1400000US13223120502
5142,79.5,1400000US13223120503
5064,46.7,1400000US13223120601
10417,58.3,1400000US13223120602
7395,51,1400000US13223120603
5424,68,1400000US13223120604
5493,80.2,1400000US13223120605
1592,84.1,1400000US13225040101
10552,68.1,1400000US13225040102
4403,33.3,1400000US13225040200
3106,37.1,1400000US13225040301
1975,30.9,1400000US13225040302
5517,12.2,1400000US13225040400
5374,89.9,1400000US13227050100
6591,84.7,1400000US13227050200
4594,89.9,1400000US13227050300
4028,82.2,1400000US13227050400
4690,84.1,1400000US13227050500
6110,88.2,1400000US13227050600
3147,86.9,1400000US13229960100
1741,79.5,1400000US13229960200
5976,82.8,1400000US13229960300
8386,84.8,1400000US13229960400
7188,84.1,1400000US13231010100
3507,87.6,1400000US13231010200
4266,84.1,1400000US13231010300
3366,95.8,1400000US13231010400
6186,86.8,1400000US13233010100
7314,72.9,1400000US13233010200
5411,58.4,1400000US13233010300
6592,63,1400000US13233010400
5728,66.6,1400000US13233010500
4689,84.9,1400000US13233010600
5988,73,1400000US13233010700
3236,57.3,1400000US13235950100
6497,55.4,1400000US13235950200
1483,66.3,1400000US13235950300
3315,88.6,1400000US13237960101
5468,77.8,1400000US13237960102
1328,43.4,1400000US13237960201
6908,36.2,1400000US13237960202
4672,85.2,1400000US13237960300
2289,37,1400000US13239960300
5496,87.4,1400000US13241970100
3512,89.4,1400000US13241970201
2611,81.6,1400000US13241970202
3266,88.9,1400000US13241970301
1760,92.4,1400000US13241970302
1660,47.1,1400000US13243790100
5313,30.8,1400000US13243790200
3916,59,1400000US13245000100
2862,47.5,1400000US13245000200
1004,34.8,1400000US13245000300
2995,28.7,1400000US13245000600
1045,7.4,1400000US13245000700
1290,5.9,1400000US13245000900
2500,52.3,1400000US13245001000
1722,86.3,1400000US13245001100
5108,37.2,1400000US13245001200
1557,35.6,1400000US13245001300
1124,2.2,1400000US13245001400
737,4.5,1400000US13245001500
3526,13.8,1400000US13245001601
4220,75.7,1400000US13245001602
2671,82.9,1400000US13245010101
3816,52.5,1400000US13245010104
4321,74.4,1400000US13245010105
4486,46.8,1400000US13245010106
2142,51.1,1400000US13245010107
4693,74.4,1400000US13245010201
4524,26.2,1400000US13245010203
16070,29.3,1400000US13245010204
5274,13.4,1400000US13245010300
3047,10.9,1400000US13245010400
6733,22.2,1400000US13245010504
4369,29.4,1400000US13245010506
5944,16.3,1400000US13245010507
3712,27.6,1400000US13245010508
